City,SSP,Year,ElectricityInflationRate,FuelInflationRate,Weight_MarginalAnnualCostSavings,Weight_MarginalAnnualGovtSavings,Weight_GHGEmissionSavings20yr,BuildingFootprintArea_m2,V_bites,Albedo_roof,A_ST,Rvalue_roof,Loan,Rebate,Rvalue_wall,Glazing,IntRate,Infiltration,Electax,SHGC,Fueltax,A_PV,TotalOperationalCO2Save_kgCO2,TotalEmbodiedCO2_kgCO2,CostAnnualSysSave_CAD,TotalCO2Sav,AnnSCCSav_CAD,BaseCostAnnual_CAD,PercentCostSysSav_percent,AnnGovtCostSav_CAD
Halifax,SSP245,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.3,5.46,8000,20000,4.55,0.35,0.25,1.5,8,0.7,4,0.6,118638,15358,3097,103280,1489,6245,50,-1443
Halifax,SSP245,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.5,5.46,2000,25000,4.05,0.4,1.5,1.5,0,0.7,2,0.6,118638,13988,4056,104650,1510,8364,48,-1549
Halifax,SSP245,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.4,6.46,6000,30000,4.05,0.15,1,0.5,10,0.7,8,0.6,118638,15358,4815,103280,1489,8794,55,-2181
Halifax,SSP245,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.5,0.5,5.46,8000,20000,4.05,0.1,1,1.25,2,0.7,0,0.6,118638,13988,2750,104650,1510,5815,47,-1242
Halifax,SSP245,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.2,0.4,5.46,0,20000,4.05,0.15,0.5,0.5,0,0.6,2,0.6,116592,13988,3142,102604,1480,6245,50,-1226
Halifax,SSP245,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.2,5.46,0,20000,4.05,0.2,0.25,0.75,2,0.7,10,0.6,118638,13988,4020,104650,1510,8364,48,-1498
Halifax,SSP245,2025,0.05,0.05,0.6,0.2,0.2,130,0.21,0.3,0.4,5.46,0,40000,4.05,0.15,1.5,1.25,6,0.7,10,0.6,118349,13832,5692,104517,1508,8794,65,-2751
Halifax,SSP245,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.1,5.96,0,25000,4.55,0.1,1.5,0.75,2,0.7,6,0.6,118638,16043,2633,102595,1479,5815,45,-1620
Halifax,SSP245,2025,0.05,0.01,0.6,0.2,0.2,130,0.21,0.4,0.4,5.46,4000,20000,4.55,0.2,0.5,0.75,2,0.7,0,0.6,118349,15202,2899,103147,1488,6245,46,-1246
Halifax,SSP245,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.4,5.46,8000,35000,4.05,0.4,1,1.25,0,0.7,2,0.6,118638,13988,4648,104650,1510,8364,56,-2174
Halifax,SSP245,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.6,5.46,6000,20000,4.05,0.25,0.25,1.25,6,0.6,6,0.6,116592,13988,4322,102604,1480,8794,49,-1489
Halifax,SSP245,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.4,5.46,4000,20000,4.05,0.2,1.5,0.75,6,0.7,4,0.6,118638,13988,2843,104650,1510,5815,49,-1326
Halifax,SSP245,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.4,5.46,4000,30000,4.05,0.15,0.25,1.5,8,0.7,4,0.6,118638,13988,3982,104650,1510,6245,64,-2006
Halifax,SSP245,2025,0.01,0.05,0.6,0.2,0.2,130,0.09,0.5,0.4,5.46,8000,45000,4.55,0.25,1.5,0.5,10,0.7,6,0.6,117649,14734,4989,102916,1484,8364,60,-2950
Halifax,SSP245,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.2,5.46,2000,25000,4.05,0.35,0.75,1.25,8,0.7,10,0.6,118638,13988,4887,104650,1510,8794,56,-1899
Halifax,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.1,5.46,2000,25000,4.55,0.25,1.25,0.75,2,0.7,10,0.6,115066,15358,2700,99708,1438,5443,50,-1688
Halifax,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.6,5.46,8000,35000,4.55,0.4,1,0.75,6,0.7,6,0.6,115066,15358,3776,99708,1438,5877,64,-2307
Halifax,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.6,5.46,2000,25000,4.05,0.25,1.25,1.5,6,0.7,10,0.6,115066,13988,4092,101078,1458,7792,53,-1818
Halifax,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.1,5.46,0,40000,4.05,0.25,0.5,1.5,8,0.7,8,0.6,115066,13988,5447,101078,1458,8226,66,-2710
Halifax,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.2,5.46,8000,25000,4.55,0.15,1.25,0.75,4,0.7,10,0.6,115066,15358,2722,99708,1438,5443,50,-1723
Halifax,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.3,5.96,6000,50000,4.05,0.4,0.5,1,4,0.6,4,0.6,113162,14673,4668,98490,1421,5877,79,-3143
Halifax,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.2,5.46,0,45000,4.05,0.15,1.5,1,6,0.7,10,0.6,115066,13988,5239,101078,1458,7792,67,-3003
Halifax,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.09,0.4,0.6,5.96,6000,40000,4.05,0.15,0.75,1.5,8,0.7,4,0.6,114173,14049,5132,100124,1444,8226,62,-2634
Halifax,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.1,5.46,0,35000,4.05,0.2,1,1.5,2,0.7,2,0.6,115066,13988,3467,101078,1458,5443,64,-2137
Halifax,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.4,5.46,2000,20000,4.55,0.2,1.25,0.75,6,0.7,8,0.6,115066,15358,2935,99708,1438,5877,50,-1422
Halifax,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.5,5.46,6000,30000,4.05,0.25,0.75,1.25,4,0.6,4,0.6,113162,13988,4039,99175,1431,7792,52,-1958
Halifax,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.21,0.4,0.1,5.96,8000,20000,4.05,0.3,1.25,0.5,0,0.7,6,0.6,114815,14517,3950,100299,1447,8226,48,-1372
Halifax,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.21,0.5,0.2,5.46,4000,20000,4.05,0.2,0.75,1,10,0.6,6,0.6,112890,13832,2641,99059,1429,5443,49,-1408
Halifax,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.1,5.46,0,25000,4.05,0.4,0.25,1.5,6,0.7,0,0.6,115066,13988,3415,101078,1458,5877,58,-1574
Halifax,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.1,5.46,0,40000,4.05,0.4,1,1.5,10,0.6,0,0.6,113162,13988,4552,99175,1431,7792,58,-2479
Halifax,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.2,0.4,5.46,4000,35000,4.05,0.2,0.75,0.5,0,0.7,8,0.6,115066,13988,5060,101078,1458,8226,62,-2320
Halifax,SSP245,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.1,5.46,6000,25000,4.05,0.3,1.5,0.75,0,0.7,0,0.6,115066,13988,2834,101078,1458,5443,52,-1496
Halifax,SSP245,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.1,0.6,5.96,4000,45000,4.05,0.35,0.5,1.25,10,0.7,8,0.6,115066,14673,4613,100393,1448,5877,78,-2989
Halifax,SSP245,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.3,5.46,6000,35000,4.05,0.35,1.5,0.75,8,0.7,2,0.6,115066,13988,4464,101078,1458,7792,57,-2219
Halifax,SSP245,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.5,0.6,5.46,6000,35000,4.05,0.15,0.5,0.5,6,0.7,6,0.6,115066,13988,5106,101078,1458,8226,62,-2371
Halifax,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.1,5.96,4000,25000,4.05,0.3,1,1.5,2,0.7,0,0.6,117781,14673,2859,103109,1487,6175,46,-1522
Halifax,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.6,5.46,6000,45000,4.05,0.1,0.75,0.75,8,0.6,4,0.6,114611,13988,4663,100623,1451,6605,71,-2893
Halifax,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.21,0.2,0.5,5.46,8000,20000,4.55,0.4,0.25,1,10,0.7,4,0.6,117525,15202,3645,102324,1476,8913,41,-1461
Halifax,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.21,0.4,0.3,5.46,2000,25000,4.05,0.1,0.75,1.25,4,0.6,10,0.6,114312,13832,4582,100480,1449,9343,49,-1827
Halifax,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.21,0.1,0.4,5.46,10000,35000,4.05,0.25,1.5,0.75,0,0.7,10,0.6,117525,13832,3749,103694,1496,6175,61,-2291
Halifax,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.4,5.46,0,20000,4.05,0.35,1.25,1.5,4,0.7,0,0.6,117781,13988,3215,103794,1497,6605,49,-1243
Halifax,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.4,5.46,4000,35000,4.05,0.3,1.25,0.5,2,0.7,10,0.6,117781,13988,4929,103794,1497,8913,55,-2411
Halifax,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.6,5.46,0,30000,4.05,0.4,0.25,1.5,4,0.7,0,0.6,117781,13988,4824,103794,1497,9343,52,-1838
Halifax,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.3,5.96,0,50000,4.05,0.1,1.25,1.25,0,0.6,8,0.6,114611,14673,4256,99938,1441,6175,69,-3121
Halifax,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.17,0.4,0.6,5.46,0,20000,4.05,0.35,1,1.25,8,0.6,2,0.6,114047,13676,3153,100371,1448,6605,48,-1337
Halifax,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.4,5.46,4000,20000,4.05,0.25,1.5,1,10,0.7,2,0.6,117781,13988,3891,103794,1497,8913,44,-1341
Halifax,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.25,0.2,0.5,5.96,2000,20000,4.05,0.35,0.5,1.25,8,0.6,2,0.6,114611,14673,3987,99938,1441,9343,43,-1368
Halifax,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.1,0.4,5.46,6000,40000,4.05,0.1,1.25,1.5,8,0.7,2,0.6,117781,13988,3974,103794,1497,6175,64,-2505
Halifax,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.2,5.46,0,40000,4.05,0.25,0.25,0.75,4,0.7,2,0.6,117781,13988,4403,103794,1497,6605,67,-2472
Halifax,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.09,0.5,0.3,5.96,4000,40000,4.05,0.1,0.5,0.5,0,0.7,4,0.6,116996,14049,4791,102947,1485,8913,54,-2525
Halifax,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.5,5.46,6000,30000,4.05,0.1,0.75,1.25,4,0.7,8,0.6,117781,13988,5084,103794,1497,9343,54,-2111
Halifax,SSP245,2035,0.01,0.01,0.6,0.2,0.2,130,0.21,0.2,0.4,5.46,0,45000,4.05,0.15,0.25,1.25,8,0.7,10,0.6,117525,13832,4400,103694,1496,6175,71,-2942
Halifax,SSP245,2035,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.1,5.96,2000,20000,4.05,0.25,1,0.5,6,0.7,6,0.6,117781,14673,3195,103109,1487,6605,48,-1394
Halifax,SSP245,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.3,5.46,0,25000,4.05,0.1,0.5,0.5,10,0.7,0,0.6,117781,13988,4121,103794,1497,8913,46,-1573
Halifax,SSP245,2035,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.2,5.46,0,25000,4.05,0.2,0.75,1.25,4,0.7,4,0.6,117781,13988,4657,103794,1497,9343,50,-1660
Halifax,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.3,5.46,6000,20000,4.05,0.2,1,1.5,0,0.6,2,0.6,114227,13988,2510,100240,1446,5412,46,-1247
Halifax,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.4,5.96,0,25000,4.05,0.2,1.5,1.5,0,0.7,0,0.6,115387,14673,3174,100714,1453,5881,54,-1488
Halifax,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.21,0.3,0.6,5.46,10000,35000,4.05,0.35,1,1,4,0.7,2,0.6,115184,13832,4405,101352,1462,7709,57,-2215
Halifax,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.21,0.6,0.2,6.46,0,35000,4.05,0.1,0.75,1.25,6,0.7,4,0.6,115184,15202,4664,99982,1442,8178,57,-2276
Halifax,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,10000,45000,4.05,0.4,1,0.75,0,0.7,8,0.6,115387,13988,4139,101399,1463,5412,76,-2857
Halifax,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.21,0.2,0.6,5.46,2000,35000,4.05,0.1,0.25,0.5,0,0.6,10,0.6,113995,13832,4026,100163,1445,5881,68,-2258
Halifax,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.6,5.46,2000,20000,4.05,0.15,0.25,1,4,0.7,10,0.6,115387,13988,3764,101399,1463,7709,49,-1508
Halifax,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.21,0.5,0.5,5.96,6000,30000,4.05,0.25,1.5,1.5,8,0.7,8,0.6,115184,14517,4672,100667,1452,8178,57,-2120
Halifax,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.21,0.7,0.4,5.46,4000,20000,4.05,0.25,0.5,1.25,4,0.7,2,0.6,115184,13832,2629,101352,1462,5412,49,-1291
Halifax,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.05,0.5,0.3,5.46,8000,45000,4.05,0.35,0.75,0.75,10,0.7,8,0.6,114543,13208,4777,101336,1462,5881,81,-3006
Halifax,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.4,5.46,8000,45000,4.55,0.15,1.5,1.5,10,0.7,4,0.6,115387,15358,4747,100029,1443,7709,62,-2890
Halifax,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.17,0.6,0.3,5.46,6000,40000,4.55,0.3,0.75,1,8,0.7,0,0.6,114958,15046,4882,99913,1441,8178,60,-2534
Halifax,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.21,0.1,0.5,5.46,6000,40000,4.55,0.2,0.5,1,8,0.5,2,0.6,111313,15202,3272,96111,1386,5412,60,-2536
Halifax,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.5,5.46,8000,30000,4.05,0.1,1.5,1,0,0.7,0,0.6,115387,13988,3622,101399,1463,5881,62,-1796
Halifax,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.2,5.46,8000,20000,4.05,0.3,0.75,1.25,0,0.7,0,0.6,115387,13988,3479,101399,1463,7709,45,-1235
Halifax,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.5,5.46,10000,20000,4.05,0.15,1,1.25,2,0.7,0,0.6,115387,13988,4009,101399,1463,8178,49,-1261
Halifax,SSP245,2040,0.01,0.01,0.6,0.2,0.2,130,0.21,0.7,0.5,5.46,0,25000,4.05,0.1,1.5,0.75,4,0.6,8,0.6,113995,13832,2910,100163,1445,5412,54,-1656
Halifax,SSP245,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.1,5.46,8000,35000,4.05,0.25,0.25,0.75,2,0.7,4,0.6,115387,13988,4063,101399,1463,5881,69,-2247
Halifax,SSP245,2040,0.01,0.05,0.6,0.2,0.2,130,0.17,0.7,0.1,5.46,0,30000,4.05,0.3,0.25,1.5,6,0.7,4,0.6,114958,13676,4150,101283,1461,7709,54,-1947
Halifax,SSP245,2040,0.05,0.05,0.6,0.2,0.2,130,0.25,0.2,0.3,6.96,10000,30000,4.05,0.1,1.5,1,4,0.6,8,0.6,114227,16043,4167,98185,1416,8178,51,-2056
Halifax,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.21,0.4,0.4,5.46,2000,45000,4.05,0.15,1.25,1.25,4,0.7,0,0.6,118055,13832,4187,104224,1503,5935,71,-2719
Halifax,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.6,5.46,10000,20000,4.55,0.25,0.25,1.5,0,0.7,0,0.6,118316,15358,2911,102959,1485,6366,46,-1273
Halifax,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.3,5.46,2000,25000,4.05,0.2,0.25,0.5,2,0.7,0,0.6,118316,13988,4074,104329,1505,8547,48,-1522
Halifax,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.2,0.6,5.46,6000,20000,4.05,0.1,0.5,1,4,0.6,0,0.6,115162,13988,4083,101174,1459,8978,45,-1287
Halifax,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.21,0.5,0.3,5.46,6000,30000,4.05,0.35,1,0.75,6,0.6,10,0.6,114856,13832,3376,101024,1457,5935,57,-2044
Halifax,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.5,5.46,6000,20000,4.55,0.2,0.25,1.25,8,0.7,10,0.6,118316,15358,3188,102959,1485,6366,50,-1541
Halifax,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.21,0.1,0.4,5.46,2000,50000,4.05,0.3,1.5,0.5,6,0.7,0,0.6,118055,13832,5508,104224,1503,8547,64,-3032
Halifax,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.4,5.46,4000,30000,4.05,0.1,0.25,1.5,4,0.6,4,0.6,115162,13988,4764,101174,1459,8978,53,-1984
Halifax,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.1,5.96,2000,30000,4.05,0.25,1,1,0,0.7,10,0.6,118316,14673,3334,103644,1495,5935,56,-1989
Halifax,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.6,5.46,10000,40000,4.05,0.1,0.75,1.5,2,0.7,8,0.6,118316,13988,4550,104329,1505,6366,71,-2619
Halifax,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.5,5.46,2000,25000,4.05,0.35,1.5,1.5,10,0.7,4,0.6,118316,13988,4249,104329,1505,8547,50,-1697
Halifax,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.3,5.46,4000,20000,4.05,0.3,0.25,0.75,10,0.6,10,0.6,115162,13988,4438,101174,1459,8978,49,-1637
Halifax,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.13,0.6,0.6,5.96,8000,25000,4.05,0.4,0.75,1.25,6,0.7,6,0.6,117603,14205,3007,103398,1491,5935,51,-1699
Halifax,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.25,0.2,0.1,5.46,8000,35000,4.55,0.2,1.25,0.5,8,0.7,10,0.6,118316,15358,4017,102959,1485,6366,63,-2406
Halifax,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.1,6.46,8000,25000,4.05,0.15,0.75,1.5,2,0.7,6,0.6,118316,15358,3933,102959,1485,8547,46,-1728
Halifax,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.21,0.3,0.2,5.46,0,50000,4.05,0.3,0.25,0.5,8,0.7,10,0.6,118055,13832,6320,104224,1503,8978,70,-3378
Halifax,SSP245,2045,0.01,0.01,0.6,0.2,0.2,130,0.21,0.7,0.5,5.46,0,50000,4.05,0.3,0.75,0.5,0,0.7,8,0.6,118055,13832,4593,104224,1503,5935,77,-3131
Halifax,SSP245,2045,0.05,0.01,0.6,0.2,0.2,130,0.21,0.5,0.4,5.46,6000,20000,4.55,0.35,0.25,1.5,10,0.7,10,0.6,118055,15202,3205,102854,1483,6366,50,-1567
Halifax,SSP245,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.1,5.46,10000,20000,4.05,0.3,1.5,1.5,10,0.6,10,0.6,115162,13988,3881,101174,1459,8547,45,-1569
Halifax,SSP245,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.5,5.46,4000,25000,4.05,0.1,1,1,10,0.7,4,0.6,118316,13988,4761,104329,1505,8978,53,-1756
Halifax,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.5,0.3,5.46,10000,45000,4.05,0.1,0.25,0.75,6,0.7,6,0.6,120301,13988,4412,106314,1534,5597,79,-2930
Halifax,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.13,0.2,0.4,5.46,0,25000,4.05,0.2,0.75,1.25,0,0.7,4,0.6,119532,13520,3596,106012,1530,6051,59,-1560
Halifax,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.5,5.46,8000,40000,4.05,0.35,0.25,0.5,6,0.7,8,0.6,120301,13988,5193,106314,1534,8007,65,-2729
Halifax,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.21,0.5,0.4,5.96,10000,35000,4.05,0.15,1.25,0.75,6,0.7,8,0.6,120026,14517,5222,105510,1522,8461,62,-2422
Halifax,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.1,5.46,4000,35000,4.05,0.2,0.75,0.5,2,0.6,8,0.6,118514,13988,3674,104526,1508,5597,66,-2262
Halifax,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.1,5.46,0,25000,4.05,0.1,1,1.5,8,0.7,0,0.6,120301,13988,3669,106314,1534,6051,61,-1608
Halifax,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.6,5.46,4000,25000,4.05,0.15,1,0.75,10,0.7,8,0.6,120301,13988,4330,106314,1534,8007,54,-1826
Halifax,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.1,5.96,6000,45000,4.05,0.25,0.25,0.5,2,0.7,2,0.6,120301,14673,5619,105629,1524,8461,66,-2814
Halifax,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.1,0.6,5.46,4000,20000,4.05,0.4,0.75,1.5,8,0.7,8,0.6,120301,13988,2986,106314,1534,5597,53,-1437
Halifax,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.25,0.1,0.2,5.46,2000,30000,4.55,0.1,1,1.25,10,0.7,6,0.6,120301,15358,3765,104944,1514,6051,62,-2053
Halifax,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.3,5.46,4000,25000,4.05,0.4,0.75,1,0,0.7,6,0.6,120301,13988,4182,106314,1534,8007,52,-1678
Halifax,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.2,5.46,4000,50000,4.05,0.3,1.25,1,2,0.7,8,0.6,120301,13988,6207,106314,1534,8461,73,-3241
Halifax,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.21,0.4,0.3,5.46,10000,35000,4.05,0.3,0.25,1.25,2,0.7,6,0.6,120026,13832,3786,106195,1532,5597,68,-2294
Halifax,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.3,5.46,10000,25000,4.55,0.25,0.75,0.5,8,0.6,2,0.6,118514,15358,3330,103156,1488,6051,55,-1703
Halifax,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.5,5.46,0,20000,4.55,0.1,0.25,1.5,0,0.7,10,0.6,120301,15358,3658,104944,1514,8007,46,-1470
Halifax,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.21,0.6,0.2,5.96,10000,45000,4.05,0.3,1,0.75,6,0.7,4,0.6,120026,14517,5699,105510,1522,8461,67,-2921
Halifax,SSP245,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.1,5.46,8000,45000,4.05,0.2,1.25,0.5,10,0.7,6,0.6,120301,13988,4395,106314,1534,5597,79,-2908
Halifax,SSP245,2050,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.1,5.46,10000,20000,4.05,0.35,1.25,1.5,2,0.7,8,0.6,120301,13988,3445,106314,1534,6051,57,-1394
Halifax,SSP245,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.2,5.46,0,20000,4.05,0.35,0.5,1.25,4,0.6,2,0.6,118514,13988,3633,104526,1508,8007,45,-1284
Halifax,SSP245,2050,0.05,0.05,0.6,0.2,0.2,130,0.21,0.3,0.2,5.46,2000,25000,4.05,0.3,1.5,1,10,0.7,4,0.6,120026,13832,4757,106195,1532,8461,56,-1752
Halifax,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.3,5.46,0,25000,4.05,0.15,0.25,0.75,2,0.7,4,0.6,110649,13988,2847,96662,1394,5887,48,-1580
Halifax,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.4,5.46,6000,30000,4.05,0.1,1,0.75,10,0.7,4,0.6,110649,13988,3643,96662,1394,6337,57,-2002
Halifax,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.3,5.96,0,25000,4.05,0.3,0.75,0.75,4,0.7,6,0.6,110649,14673,3805,95977,1384,8455,45,-1694
Halifax,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.3,5.46,2000,35000,4.05,0.35,0.5,1,2,0.6,2,0.6,108363,13988,4661,94375,1361,8904,52,-2176
Halifax,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.5,0.4,5.46,4000,35000,4.05,0.25,0.25,1.5,2,0.7,4,0.6,110649,13988,3446,96662,1394,5887,59,-2208
Halifax,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.21,0.5,0.1,5.46,0,40000,4.05,0.2,0.75,1.5,8,0.7,10,0.6,110334,13832,4285,96503,1392,6337,68,-2664
Halifax,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.6,5.96,0,35000,4.05,0.3,1.5,1.5,2,0.7,6,0.6,110649,14673,4364,95977,1384,8455,52,-2274
Halifax,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.4,5.46,4000,45000,4.55,0.3,1.25,0.75,0,0.7,8,0.6,110649,15358,5214,95292,1374,8904,59,-2924
Halifax,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.21,0.6,0.6,5.46,2000,50000,4.05,0.2,0.5,1.5,8,0.7,0,0.6,110334,13832,4247,96503,1392,5887,72,-3051
Halifax,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.21,0.5,0.5,5.46,4000,30000,4.05,0.1,0.75,1,10,0.7,0,0.6,110334,13832,3558,96503,1392,6337,56,-1924
Halifax,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.3,5.46,2000,35000,4.05,0.1,1.5,1.25,4,0.7,10,0.6,110649,13988,4662,96662,1394,8455,55,-2409
