City,SSP,Year,ElectricityInflationRate,FuelInflationRate,Weight_MarginalAnnualCostSavings,Weight_MarginalAnnualGovtSavings,Weight_GHGEmissionSavings20yr,BuildingFootprintArea_m2,V_bites,Albedo_roof,A_ST,Rvalue_roof,Loan,Rebate,Rvalue_wall,Glazing,IntRate,Infiltration,Electax,SHGC,Fueltax,A_PV,TotalOperationalCO2Save_kgCO2,TotalEmbodiedCO2_kgCO2,CostAnnualSysSave_CAD,TotalCO2Sav,AnnSCCSav_CAD,BaseCostAnnual_CAD,PercentCostSysSav_percent,AnnGovtCostSav_CAD
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,8000,20000,3.6,0.15,0.25,1.25,8,0.7,0,0.6,75024,13967,2423,61057,879,2694,90,-1461
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.1,5.46,4000,40000,3.6,0.3,0.5,1.5,0,0.7,8,0.6,75024,13967,2650,61057,879,2496,106,-2446
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.3,5.46,6000,30000,3.6,0.1,0.25,1.5,8,0.5,4,0.6,65653,13967,3428,51687,743,3102,111,-2091
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.3,5.46,0,35000,3.6,0.25,1.25,1.5,10,0.7,2,0.6,75024,13967,2319,61057,879,2089,111,-2258
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.5,5.46,6000,35000,3.6,0.1,1,1,8,0.7,10,0.6,75024,13967,3278,61057,879,2694,122,-2344
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.1,5.46,4000,30000,4.1,0.25,0.25,1.25,8,0.7,2,0.6,75024,15337,1852,59687,858,2496,74,-1962
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.21,0.1,0.2,5.46,6000,40000,3.6,0.2,1.25,0.75,4,0.7,0,0.6,74264,13811,3585,60453,870,3102,116,-2501
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.5,0.3,5.46,4000,40000,3.6,0.35,1.5,1,8,0.7,8,0.6,75024,13967,2588,61057,879,2089,124,-2545
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.17,0.5,0.4,5.46,0,35000,3.6,0.2,0.75,1.25,0,0.7,6,0.6,73548,13655,3055,59893,862,2694,113,-2102
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,8000,25000,3.6,0.1,0.75,1.25,2,0.7,2,0.6,75024,13967,1802,61057,879,2496,72,-1575
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.5,5.46,10000,25000,3.6,0.1,0.25,1.25,4,0.7,10,0.6,75024,13967,2828,61057,879,3102,91,-1720
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.21,0.4,0.1,5.46,4000,20000,3.6,0.35,1.25,1,2,0.7,4,0.6,74264,13811,1329,60453,870,2089,64,-1247
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.21,0.4,0.1,5.46,0,40000,3.6,0.3,0.5,1.5,4,0.7,8,0.6,74264,13811,3446,60453,870,2694,128,-2508
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.1,5.46,10000,45000,3.6,0.3,1.25,1.25,8,0.7,0,0.6,75024,13967,3021,61057,879,2496,121,-2840
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.1,5.46,4000,30000,3.6,0.15,1.25,1.25,4,0.7,6,0.6,75024,13967,3038,61057,879,3102,98,-1927
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2025,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.13,0.2,0.5,5.46,0,20000,4.1,0.2,0.5,0.5,6,0.7,2,0.6,73503,14869,1168,58635,843,2127,55,-1305
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.3,5.96,0,20000,3.6,0.35,0.25,1.5,0,0.7,8,0.6,75756,14652,2197,61105,879,2747,80,-1215
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.4,5.46,4000,50000,3.6,0.15,0.5,0.75,2,0.7,4,0.6,75756,13967,3358,61790,889,2540,132,-3058
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.17,0.5,0.4,5.46,4000,40000,3.6,0.35,1.5,1.5,0,0.7,10,0.6,74207,13655,3694,60553,871,3160,117,-2432
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.1,0.6,5.46,6000,45000,3.6,0.2,0.25,1,6,0.7,6,0.5,75106,12017,2740,63089,908,2127,129,-2819
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.1,0.6,5.96,0,30000,3.6,0.1,0.5,0.75,4,0.7,6,0.6,75756,14652,2874,61105,879,2747,105,-1913
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.6,5.46,0,20000,3.6,0.15,1.25,0.75,6,0.7,10,0.6,75756,13967,1716,61790,889,2540,68,-1345
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.4,5.46,0,40000,3.6,0.1,1.5,1.25,2,0.7,6,0.6,75756,13967,3733,61790,889,3160,118,-2464
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.4,5.96,2000,25000,4.1,0.1,1,1.5,10,0.7,10,0.6,75756,16022,1398,59735,859,2127,66,-1705
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.3,5.46,4000,35000,3.6,0.35,1.5,1,2,0.7,8,0.6,75756,13967,3277,61790,889,2747,119,-2168
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.3,0.2,5.46,4000,30000,3.6,0.25,1.5,0.5,10,0.7,0,0.1,71862,4217,872,67645,976,2592,34,-1678
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.3,5.46,2000,50000,4.1,0.25,1,1,6,0.6,2,0.6,70526,15337,3962,55190,793,2808,141,-3163
Toronto,SSP585,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.6,5.96,10000,25000,3.6,0.15,0.25,0.5,10,0.7,6,0.6,75080,14652,2877,60429,869,3229,89,-1862
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.5,5.96,10000,30000,3.6,0.25,0.75,0.5,6,0.7,6,0.6,75756,14652,2138,61105,879,2540,84,-1976
Toronto,SSP585,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,5.46,6000,20000,5.1,0.15,1,1,0,0.6,6,0.3,68595,12227,-223,56368,811,2172,-10,-1232
